row_id,hotel,arrival_date_year,arrival_date_month,actual_is_canceled,predicted_cancel_prob
807,Resort Hotel,2015,July,1,0.49
70705,City Hotel,2017,June,1,0.16
105444,City Hotel,2017,February,0,0.34
97401,City Hotel,2016,September,0,0.5986666666666668
71092,City Hotel,2017,June,1,0.99
48355,City Hotel,2016,March,1,0.69
29217,Resort Hotel,2016,October,0,0.0
14736,Resort Hotel,2015,September,1,1.0
78658,City Hotel,2015,October,0,0.0
39426,Resort Hotel,2017,August,0,0.0
3700,Resort Hotel,2015,December,0,0.0
110761,City Hotel,2017,April,0,0.5666428571428571
107447,City Hotel,2017,March,0,0.09
19708,Resort Hotel,2015,December,0,0.01
42140,City Hotel,2015,September,0,0.55
91675,City Hotel,2016,June,0,0.12
105111,City Hotel,2017,January,0,0.34
29094,Resort Hotel,2016,October,0,0.4751666666666667
24159,Resort Hotel,2016,May,0,0.0
99278,City Hotel,2016,October,0,0.54
115793,City Hotel,2017,July,0,0.03
65091,City Hotel,2017,March,1,0.49
76141,City Hotel,2015,July,1,1.0
87121,City Hotel,2016,April,0,0.19
61555,City Hotel,2016,December,1,1.0
8406,Resort Hotel,2016,September,1,1.0
97808,City Hotel,2016,September,0,0.0
36875,Resort Hotel,2017,May,0,0.06
10503,Resort Hotel,2017,March,1,0.5640000000000001
67316,City Hotel,2017,May,1,1.0
11461,Resort Hotel,2017,May,1,1.0
11347,Resort Hotel,2017,May,1,0.995
5662,Resort Hotel,2016,May,1,0.87
102556,City Hotel,2016,November,0,0.2
117284,City Hotel,2017,August,0,0.12
102236,City Hotel,2016,November,0,0.03
71946,City Hotel,2017,July,1,0.71
12298,Resort Hotel,2017,June,1,0.16666666666666663
93373,City Hotel,2016,July,0,0.0
102089,City Hotel,2016,November,0,0.52
103909,City Hotel,2016,December,0,0.0
73110,City Hotel,2017,August,1,1.0
51653,City Hotel,2016,May,1,0.96
42570,City Hotel,2015,September,0,0.02
118778,City Hotel,2017,August,0,0.02
118786,City Hotel,2017,August,0,0.05
65540,City Hotel,2017,April,1,1.0
66460,City Hotel,2017,April,1,0.45
74520,City Hotel,2015,September,1,1.0
64496,City Hotel,2017,March,1,1.0
88966,City Hotel,2016,May,0,0.26
51368,City Hotel,2016,May,1,0.615
73584,City Hotel,2017,August,1,0.42
21814,Resort Hotel,2016,March,0,0.0
73619,City Hotel,2017,August,1,0.59
102988,City Hotel,2016,December,0,0.32
63160,City Hotel,2017,February,1,1.0
71492,City Hotel,2017,July,1,0.39
101328,City Hotel,2016,November,0,0.03
12002,Resort Hotel,2017,June,1,1.0
45174,City Hotel,2015,October,0,0.52
54768,City Hotel,2016,July,1,0.19
118565,City Hotel,2017,August,0,0.09
65519,City Hotel,2017,April,1,0.38
42567,City Hotel,2015,September,0,0.06
89991,City Hotel,2016,May,0,0.0
15040,Resort Hotel,2016,May,0,0.0
65444,City Hotel,2017,April,1,0.11
86574,City Hotel,2016,April,0,0.46
23064,Resort Hotel,2016,April,0,0.0
48539,City Hotel,2016,March,1,1.0
10537,Resort Hotel,2017,March,1,0.46
24319,Resort Hotel,2016,May,0,0.0
58674,City Hotel,2016,October,1,0.62
14434,Resort Hotel,2017,February,0,0.09
87312,City Hotel,2016,April,0,0.13
86414,City Hotel,2016,April,0,0.03
1195,Resort Hotel,2015,August,1,0.76
81105,City Hotel,2016,February,1,1.0
89814,City Hotel,2016,May,0,0.58
35172,Resort Hotel,2017,April,0,0.0
107450,City Hotel,2017,March,0,0.0
76969,City Hotel,2015,September,1,1.0
110850,City Hotel,2017,May,0,0.06
22918,Resort Hotel,2016,April,0,0.16
37784,Resort Hotel,2017,June,0,0.0
75642,City Hotel,2015,August,1,1.0
107109,City Hotel,2017,March,0,0.102
58890,City Hotel,2016,October,1,1.0
37052,Resort Hotel,2017,June,0,0.24
67844,City Hotel,2017,May,1,0.75
6972,Resort Hotel,2016,July,1,0.4865
61570,City Hotel,2016,December,1,0.92
49450,City Hotel,2016,April,1,1.0
29140,Resort Hotel,2016,October,0,0.21666666666666667
118719,City Hotel,2017,August,0,0.0
37063,Resort Hotel,2017,May,0,0.15
72824,City Hotel,2017,August,1,0.26
39041,Resort Hotel,2017,August,0,0.4
61800,City Hotel,2016,December,1,0.13
1117,Resort Hotel,2015,August,0,0.07166666666666667
58945,City Hotel,2016,October,1,0.95
64313,City Hotel,2017,March,1,0.52
43445,City Hotel,2015,September,1,1.0
68048,City Hotel,2017,May,1,0.15
96967,City Hotel,2016,September,0,0.27
15525,Resort Hotel,2015,July,0,0.13
93511,City Hotel,2016,July,0,0.0
65716,City Hotel,2017,April,1,1.0
86808,City Hotel,2016,April,0,0.67
53822,City Hotel,2016,June,1,0.51
26630,Resort Hotel,2016,July,0,0.02
44966,City Hotel,2015,October,1,1.0
69614,City Hotel,2017,June,1,0.14
109611,City Hotel,2017,April,0,0.07
107314,City Hotel,2017,March,0,0.01
33000,Resort Hotel,2017,February,0,0.37
58934,City Hotel,2016,October,1,0.59
92334,City Hotel,2016,July,0,0.27
2118,Resort Hotel,2015,October,0,0.01
12867,Resort Hotel,2017,July,1,0.46
76936,City Hotel,2015,September,1,1.0
25874,Resort Hotel,2016,July,0,0.324
87964,City Hotel,2016,April,0,0.7020263157894737
104211,City Hotel,2017,January,0,0.08
88693,City Hotel,2016,May,0,0.13866666666666666
52171,City Hotel,2016,June,1,0.42
41521,City Hotel,2015,August,1,0.2
103284,City Hotel,2016,December,0,0.12
75651,City Hotel,2015,August,1,1.0
21190,Resort Hotel,2016,February,0,0.06
21834,Resort Hotel,2016,March,0,0.11
32813,Resort Hotel,2017,February,0,0.01
94113,City Hotel,2016,July,0,0.0
18110,Resort Hotel,2017,January,0,0.0
68622,City Hotel,2017,May,1,0.7716666666666667
29077,Resort Hotel,2016,October,0,0.127
4246,Resort Hotel,2016,February,1,0.75
25256,Resort Hotel,2016,June,0,0.1
48171,City Hotel,2016,March,1,1.0
32146,Resort Hotel,2017,January,0,0.1576451543839672
27807,Resort Hotel,2016,September,0,0.02
52983,City Hotel,2016,June,1,1.0
31144,Resort Hotel,2016,December,0,0.02
16313,Resort Hotel,2015,August,0,0.4
115852,City Hotel,2017,July,0,0.24
46376,City Hotel,2015,December,1,1.0
55609,City Hotel,2016,August,1,0.86
24870,Resort Hotel,2016,June,0,0.15
72901,City Hotel,2017,August,1,0.72
93550,City Hotel,2016,July,0,0.0
90023,City Hotel,2016,May,0,0.4392380952380953
84196,City Hotel,2016,February,0,0.57
72807,City Hotel,2017,August,1,0.61
112178,City Hotel,2017,May,0,0.27
64038,City Hotel,2017,February,1,0.83
21246,Resort Hotel,2016,February,0,0.01
89396,City Hotel,2016,May,0,0.1592142857142857
63669,City Hotel,2017,February,1,1.0
33168,Resort Hotel,2017,February,0,0.0
67542,City Hotel,2017,May,1,1.0
43638,City Hotel,2015,September,0,0.01
95400,City Hotel,2016,August,0,0.14
106524,City Hotel,2017,February,0,0.05407407407407407
103593,City Hotel,2016,December,0,0.75
93195,City Hotel,2016,July,0,0.11
99396,City Hotel,2016,October,0,0.0
85852,City Hotel,2016,March,0,0.02
36603,Resort Hotel,2017,May,0,0.1
90304,City Hotel,2016,June,0,0.0
56680,City Hotel,2016,September,1,0.83
3296,Resort Hotel,2015,December,1,0.3362886762360447
54424,City Hotel,2016,July,1,1.0
2687,Resort Hotel,2015,October,0,0.0
110648,City Hotel,2017,April,0,0.21
11444,Resort Hotel,2017,May,1,0.44
29019,Resort Hotel,2016,October,0,0.0
94165,City Hotel,2016,July,0,0.0
50249,City Hotel,2016,April,1,0.85
22452,Resort Hotel,2016,March,0,0.03
30026,Resort Hotel,2016,November,0,0.01
8254,Resort Hotel,2016,September,1,1.0
99923,City Hotel,2016,October,0,0.34
73679,City Hotel,2017,August,1,0.55
66222,City Hotel,2017,April,1,1.0
3796,Resort Hotel,2016,January,1,0.15833333333333333
99269,City Hotel,2016,October,0,0.13
78794,City Hotel,2015,October,0,0.0
19081,Resort Hotel,2015,December,0,0.0
30517,Resort Hotel,2016,November,0,0.0
91967,City Hotel,2016,June,0,0.0
52565,City Hotel,2016,June,1,1.0
57533,City Hotel,2016,September,1,0.9
76774,City Hotel,2016,March,1,1.0
111695,City Hotel,2017,May,0,0.05
112151,City Hotel,2017,May,0,0.29
79887,City Hotel,2015,November,1,1.0
72106,City Hotel,2017,July,1,0.72
34371,Resort Hotel,2017,March,0,0.0
85301,City Hotel,2016,March,0,0.0
74127,City Hotel,2015,September,1,1.0
8542,Resort Hotel,2016,October,1,0.73
112841,City Hotel,2017,May,0,0.0
52658,City Hotel,2016,June,1,1.0
40560,City Hotel,2015,August,0,0.09
45784,City Hotel,2015,November,1,0.47422902097902087
16946,Resort Hotel,2015,September,0,0.01
54215,City Hotel,2016,July,1,0.9
103018,City Hotel,2016,December,0,0.69
55541,City Hotel,2016,August,1,0.86
37004,Resort Hotel,2017,June,0,0.15
83366,City Hotel,2016,January,0,0.4343095238095239
35317,Resort Hotel,2017,April,0,0.37
310,Resort Hotel,2015,July,1,0.65
78877,City Hotel,2015,October,0,0.01
106694,City Hotel,2017,February,0,0.008
83127,City Hotel,2016,January,0,0.0
21488,Resort Hotel,2016,February,0,0.21
117526,City Hotel,2017,August,0,0.05
27685,Resort Hotel,2016,September,0,0.32
9815,Resort Hotel,2017,January,1,0.5
82705,City Hotel,2016,January,0,0.26
73104,City Hotel,2017,August,1,0.33
64423,City Hotel,2017,March,1,1.0
48716,City Hotel,2016,March,1,0.02
46456,City Hotel,2016,January,1,1.0
99449,City Hotel,2016,October,0,0.5521031746031747
92050,City Hotel,2016,June,0,0.06
45055,City Hotel,2015,October,1,1.0
89626,City Hotel,2016,May,0,0.01
81883,City Hotel,2016,April,1,1.0
28476,Resort Hotel,2016,September,0,0.0
35903,Resort Hotel,2017,May,0,0.01
16100,Resort Hotel,2015,August,0,0.0
23856,Resort Hotel,2016,April,0,0.09
7674,Resort Hotel,2016,August,1,0.57
98104,City Hotel,2016,September,0,0.17
85250,City Hotel,2016,March,0,0.22
62639,City Hotel,2017,January,1,1.0
33438,Resort Hotel,2017,February,0,0.005
11181,Resort Hotel,2017,April,1,0.47982142857142857
13144,Resort Hotel,2017,August,1,0.34
61671,City Hotel,2016,December,1,0.73
91017,City Hotel,2016,June,0,0.1
87902,City Hotel,2016,April,0,0.05
35094,Resort Hotel,2017,April,0,0.29
27373,Resort Hotel,2016,August,0,0.8933333333333333
43545,City Hotel,2015,September,1,0.7974715459549049
62346,City Hotel,2017,January,1,0.7725
36506,Resort Hotel,2017,May,0,0.02
59952,City Hotel,2016,November,1,1.0
118922,City Hotel,2017,August,0,0.02
73109,City Hotel,2017,August,1,0.66
87743,City Hotel,2016,April,0,0.12
95918,City Hotel,2016,August,0,0.07
2011,Resort Hotel,2015,September,1,0.78
64964,City Hotel,2017,March,1,1.0
68439,City Hotel,2017,May,1,0.1
109741,City Hotel,2017,April,0,0.24
31589,Resort Hotel,2016,December,0,0.56
29282,Resort Hotel,2016,October,0,0.0
103437,City Hotel,2016,December,0,0.27
51682,City Hotel,2016,May,1,1.0
20113,Resort Hotel,2016,January,0,0.01
16957,Resort Hotel,2015,September,0,0.0625
84918,City Hotel,2016,March,0,0.0
47193,City Hotel,2016,February,1,1.0
22019,Resort Hotel,2016,March,0,0.02
27501,Resort Hotel,2016,August,0,0.51
74860,City Hotel,2015,August,1,1.0
75039,City Hotel,2015,July,1,1.0
10430,Resort Hotel,2017,March,1,0.64
66186,City Hotel,2017,April,1,0.9475
26676,Resort Hotel,2016,August,0,0.19
69939,City Hotel,2017,June,1,1.0
33319,Resort Hotel,2017,February,0,0.1
115765,City Hotel,2017,July,0,0.59
98985,City Hotel,2016,October,0,0.39
101254,City Hotel,2016,November,0,0.03
79171,City Hotel,2015,October,0,0.0
60173,City Hotel,2016,November,1,1.0
34182,Resort Hotel,2017,March,0,0.06
33689,Resort Hotel,2017,February,0,0.24
94465,City Hotel,2016,July,0,0.0
83350,City Hotel,2016,January,0,0.0
115220,City Hotel,2017,July,0,0.06
114080,City Hotel,2017,June,0,0.0
118199,City Hotel,2017,August,0,0.16
91271,City Hotel,2016,June,0,0.63
56906,City Hotel,2016,September,1,1.0
119039,City Hotel,2017,August,0,0.14
54962,City Hotel,2016,August,0,0.07
245,Resort Hotel,2015,July,0,0.0
107980,City Hotel,2017,April,1,0.18
98311,City Hotel,2016,September,0,0.0
117645,City Hotel,2017,August,0,0.0
92873,City Hotel,2016,July,0,0.18
77661,City Hotel,2016,November,0,0.01
19075,Resort Hotel,2015,December,0,0.0
88158,City Hotel,2016,April,0,0.86
28736,Resort Hotel,2016,October,0,0.0
34041,Resort Hotel,2017,March,0,0.16
75193,City Hotel,2015,August,1,1.0
24848,Resort Hotel,2016,May,0,0.37
106919,City Hotel,2017,March,0,0.18
50551,City Hotel,2016,May,1,0.968
96805,City Hotel,2016,September,0,0.11
8564,Resort Hotel,2016,October,1,0.88
68796,City Hotel,2017,May,1,1.0
59127,City Hotel,2016,October,1,0.72
49071,City Hotel,2016,April,1,1.0
46859,City Hotel,2016,January,1,0.61
104823,City Hotel,2017,January,0,0.66
47862,City Hotel,2016,March,0,0.2
17063,Resort Hotel,2015,September,0,0.0
78359,City Hotel,2015,October,0,0.06666666666666667
85662,City Hotel,2016,March,0,0.19
112013,City Hotel,2017,May,0,0.02
114169,City Hotel,2017,June,0,0.18
19167,Resort Hotel,2015,December,0,0.0
104513,City Hotel,2017,January,0,0.18
116945,City Hotel,2017,July,0,0.13
84386,City Hotel,2016,February,0,0.16
38835,Resort Hotel,2017,July,0,0.07
82449,City Hotel,2015,December,0,0.06
14940,Resort Hotel,2016,March,0,0.0
113734,City Hotel,2017,June,0,0.01
16025,Resort Hotel,2015,August,0,0.0
117307,City Hotel,2017,July,0,0.4
16827,Resort Hotel,2015,September,0,0.0
118757,City Hotel,2017,August,0,0.23
116951,City Hotel,2017,July,0,0.05
34816,Resort Hotel,2017,April,0,0.21
14464,Resort Hotel,2016,January,0,0.06
39020,Resort Hotel,2017,July,0,0.7025
20842,Resort Hotel,2016,May,0,0.25
44272,City Hotel,2015,October,0,0.02
60091,City Hotel,2016,November,1,1.0
19306,Resort Hotel,2015,December,0,0.27
23498,Resort Hotel,2016,April,0,0.05
104859,City Hotel,2017,January,0,0.18
16553,Resort Hotel,2015,October,1,1.0
85841,City Hotel,2016,March,0,0.0
117884,City Hotel,2017,August,0,0.0
94671,City Hotel,2016,August,0,0.25
72839,City Hotel,2017,August,1,1.0
9494,Resort Hotel,2016,December,1,1.0
66478,City Hotel,2017,April,1,0.46
71797,City Hotel,2017,July,1,1.0
118209,City Hotel,2017,August,0,0.47
29516,Resort Hotel,2016,October,0,0.28
12125,Resort Hotel,2017,June,1,0.915
98227,City Hotel,2016,September,0,0.78
75768,City Hotel,2015,September,1,1.0
112137,City Hotel,2017,May,0,0.57
46624,City Hotel,2016,January,0,0.0
67431,City Hotel,2017,May,1,1.0
30983,Resort Hotel,2016,December,0,0.0
36308,Resort Hotel,2017,May,0,0.05
92542,City Hotel,2016,July,0,0.05
45471,City Hotel,2015,October,1,1.0
55150,City Hotel,2016,August,1,0.72
111911,City Hotel,2017,May,0,0.15
5169,Resort Hotel,2016,April,1,1.0
43578,City Hotel,2015,September,0,0.52
20646,Resort Hotel,2016,February,0,0.005
44653,City Hotel,2015,October,0,0.0
77727,City Hotel,2015,September,0,0.0
41748,City Hotel,2015,August,0,0.6721843883240942
42577,City Hotel,2015,September,0,0.0
62032,City Hotel,2016,December,1,0.95
117544,City Hotel,2017,July,0,0.24
51925,City Hotel,2016,May,0,0.0
40105,City Hotel,2015,July,1,0.71
38072,Resort Hotel,2017,July,0,0.62
22309,Resort Hotel,2016,March,0,0.07
100971,City Hotel,2016,November,0,0.13
28578,Resort Hotel,2016,October,0,0.0
51614,City Hotel,2016,May,0,0.22
40088,City Hotel,2015,July,1,0.78
112469,City Hotel,2017,May,0,0.2
89154,City Hotel,2016,May,0,0.09
25784,Resort Hotel,2016,July,0,0.12
78544,City Hotel,2015,October,0,0.0
64212,City Hotel,2017,March,1,1.0
98143,City Hotel,2016,September,0,0.0
88898,City Hotel,2016,May,0,0.07
114912,City Hotel,2017,June,0,0.13
86282,City Hotel,2016,March,0,0.04
35641,Resort Hotel,2017,April,0,0.12
108062,City Hotel,2017,March,0,0.0
34292,Resort Hotel,2017,March,0,0.04
50526,City Hotel,2016,May,0,0.27
56624,City Hotel,2016,September,1,1.0
106887,City Hotel,2017,March,0,0.45
53660,City Hotel,2016,June,1,1.0
74705,City Hotel,2015,November,0,0.045
20077,Resort Hotel,2016,April,0,0.49
64236,City Hotel,2017,March,1,0.5
103876,City Hotel,2016,December,0,0.01
96139,City Hotel,2016,August,0,0.07
49794,City Hotel,2016,April,1,1.0
31785,Resort Hotel,2017,January,0,0.05
118032,City Hotel,2017,August,0,0.71
103692,City Hotel,2016,December,0,0.5573888888888888
118739,City Hotel,2017,August,0,0.03
6267,Resort Hotel,2016,May,1,0.7183333333333333
63492,City Hotel,2017,February,1,1.0
102635,City Hotel,2016,December,0,0.205
99719,City Hotel,2016,October,0,0.0
118326,City Hotel,2017,August,0,0.2
43307,City Hotel,2015,September,0,0.3016133755305581
112510,City Hotel,2017,June,0,0.21600000000000003
61509,City Hotel,2016,December,1,0.89
21715,Resort Hotel,2016,March,0,0.3716666666666667
8335,Resort Hotel,2016,September,1,0.58
16947,Resort Hotel,2015,September,0,0.0
104455,City Hotel,2017,January,0,0.13
59945,City Hotel,2016,November,1,0.82
7998,Resort Hotel,2016,September,1,1.0
60753,City Hotel,2016,November,1,0.09
43793,City Hotel,2015,September,0,0.01
49232,City Hotel,2016,April,1,1.0
13566,Resort Hotel,2017,August,1,0.65
54011,City Hotel,2016,July,1,0.92
84148,City Hotel,2016,February,0,0.0
32073,Resort Hotel,2017,February,1,0.09
29532,Resort Hotel,2016,October,0,0.26
78820,City Hotel,2015,October,0,0.0
6726,Resort Hotel,2016,June,1,0.6133333333333334
113800,City Hotel,2017,June,0,0.16
72222,City Hotel,2017,July,1,0.2353333333333333
2849,Resort Hotel,2015,November,0,0.0
76605,City Hotel,2015,July,0,0.0
61769,City Hotel,2016,December,1,0.8716666666666667
43709,City Hotel,2015,September,0,0.005
115618,City Hotel,2017,July,0,0.06333333333333332
29103,Resort Hotel,2016,October,0,0.0
35567,Resort Hotel,2017,April,0,0.06
49433,City Hotel,2016,April,1,0.76
96471,City Hotel,2016,August,0,0.42583333333333334
35431,Resort Hotel,2017,April,0,0.01
12095,Resort Hotel,2017,June,1,0.34
72792,City Hotel,2017,August,1,0.41
71905,City Hotel,2017,July,1,0.9
80174,City Hotel,2017,July,0,0.11
68241,City Hotel,2017,May,1,1.0
4612,Resort Hotel,2016,March,1,1.0
69248,City Hotel,2017,May,1,0.1
99837,City Hotel,2016,October,0,0.2
91234,City Hotel,2016,June,0,0.06
79455,City Hotel,2016,January,1,1.0
45042,City Hotel,2015,October,0,0.0
55693,City Hotel,2016,August,1,1.0
15252,Resort Hotel,2015,September,1,1.0
62492,City Hotel,2017,January,1,1.0
102254,City Hotel,2016,November,0,0.52
118254,City Hotel,2017,August,0,0.0
64757,City Hotel,2017,March,1,0.96
38025,Resort Hotel,2017,July,0,0.55
96190,City Hotel,2016,August,0,0.49
85880,City Hotel,2016,March,0,0.07
112725,City Hotel,2017,May,0,0.04
14647,Resort Hotel,2017,April,0,0.065
2090,Resort Hotel,2015,October,0,0.01
25584,Resort Hotel,2016,June,0,0.04
45121,City Hotel,2015,October,0,0.0
17186,Resort Hotel,2015,September,0,0.01
30707,Resort Hotel,2016,November,0,0.08
54026,City Hotel,2016,July,1,0.89
15156,Resort Hotel,2015,September,1,1.0
113434,City Hotel,2017,June,0,0.3241666666666667
98134,City Hotel,2016,September,0,0.0
52494,City Hotel,2016,June,1,1.0
74205,City Hotel,2015,October,1,1.0
90523,City Hotel,2016,June,0,0.01
11230,Resort Hotel,2017,April,1,0.3675
17352,Resort Hotel,2015,October,0,0.01
36270,Resort Hotel,2017,May,0,0.0
83338,City Hotel,2016,January,0,0.37
68996,City Hotel,2017,May,1,0.67
79090,City Hotel,2015,October,0,0.0
91436,City Hotel,2016,June,0,0.1
72596,City Hotel,2017,August,1,1.0
43587,City Hotel,2015,September,0,0.01
69354,City Hotel,2017,May,1,1.0
100997,City Hotel,2016,November,0,0.26416666666666666
50776,City Hotel,2016,May,1,0.73
80854,City Hotel,2015,December,0,0.03
105807,City Hotel,2017,February,0,0.48
33937,Resort Hotel,2017,March,0,0.27749999999999997
2946,Resort Hotel,2015,November,0,0.0
24947,Resort Hotel,2016,June,0,0.0
61639,City Hotel,2016,December,1,0.96
62029,City Hotel,2016,December,1,0.73
22095,Resort Hotel,2016,December,0,0.28
115096,City Hotel,2017,July,0,0.369
18225,Resort Hotel,2015,November,0,0.39
78835,City Hotel,2015,October,0,0.01
104181,City Hotel,2017,January,0,0.37
50181,City Hotel,2016,April,1,0.59
98635,City Hotel,2016,October,0,0.45
100458,City Hotel,2016,October,0,0.07
106,Resort Hotel,2015,July,1,0.23
107258,City Hotel,2017,March,0,0.01
49519,City Hotel,2016,April,1,1.0
71789,City Hotel,2017,July,1,1.0
50916,City Hotel,2016,May,1,1.0
28795,Resort Hotel,2016,October,0,0.03
62853,City Hotel,2017,January,1,1.0
80392,City Hotel,2015,December,1,1.0
107829,City Hotel,2017,March,0,0.0
112361,City Hotel,2017,May,0,0.01
23392,Resort Hotel,2016,April,0,0.0
43595,City Hotel,2015,September,0,0.39399999999999996
91141,City Hotel,2016,June,0,0.0
103220,City Hotel,2016,December,0,0.14
49904,City Hotel,2016,April,0,0.0
102508,City Hotel,2016,November,0,0.21
32681,Resort Hotel,2017,February,0,0.07
46105,City Hotel,2015,December,0,0.02
44002,City Hotel,2015,September,1,0.4175
6737,Resort Hotel,2016,June,1,0.71
103670,City Hotel,2016,December,0,0.06
67951,City Hotel,2017,May,1,1.0
49133,City Hotel,2016,April,0,0.08
39897,Resort Hotel,2017,August,0,0.545
82699,City Hotel,2015,December,0,0.25
95929,City Hotel,2016,August,0,0.18
77106,City Hotel,2015,September,0,0.0
104958,City Hotel,2017,January,0,0.114
63479,City Hotel,2017,February,1,1.0
40511,City Hotel,2015,July,1,0.8380747031176594
36998,Resort Hotel,2017,June,0,0.32916666666666666
61596,City Hotel,2016,December,1,0.59
114035,City Hotel,2017,June,0,0.03
46723,City Hotel,2016,January,0,0.02
14976,Resort Hotel,2015,July,1,1.0
694,Resort Hotel,2015,July,1,0.27
58035,City Hotel,2016,October,1,1.0
54612,City Hotel,2016,July,1,1.0
17788,Resort Hotel,2016,October,0,0.03
114813,City Hotel,2017,June,0,0.11
72565,City Hotel,2017,July,1,1.0
77125,City Hotel,2015,September,0,0.53
87430,City Hotel,2016,April,0,0.02
18288,Resort Hotel,2016,March,0,0.02
63356,City Hotel,2017,February,1,0.6
57465,City Hotel,2016,September,1,1.0
64564,City Hotel,2017,March,1,1.0
71961,City Hotel,2017,July,1,0.65
33249,Resort Hotel,2017,February,0,0.02
69553,City Hotel,2017,June,1,0.33
103541,City Hotel,2016,December,0,0.35
16502,Resort Hotel,2015,August,0,0.37
111394,City Hotel,2017,May,0,0.5
60297,City Hotel,2016,November,1,1.0
49744,City Hotel,2016,April,1,0.13
100353,City Hotel,2016,October,0,0.0
57838,City Hotel,2016,October,1,0.10755555555555557
87469,City Hotel,2016,April,0,0.01
94575,City Hotel,2016,August,0,0.05
18431,Resort Hotel,2015,November,0,0.0
109617,City Hotel,2017,April,0,0.02
13461,Resort Hotel,2017,August,1,0.57
56742,City Hotel,2016,September,1,0.44708333333333333
83589,City Hotel,2016,February,0,0.05
73455,City Hotel,2017,August,1,0.77
30201,Resort Hotel,2016,November,0,0.0
111458,City Hotel,2017,May,0,0.19
10861,Resort Hotel,2017,April,1,0.5545082972582973
6501,Resort Hotel,2016,June,1,0.3
95197,City Hotel,2016,August,0,0.17
85240,City Hotel,2016,March,0,0.01
78027,City Hotel,2015,September,0,0.04
116668,City Hotel,2017,July,0,0.22
88552,City Hotel,2016,May,0,0.03
64356,City Hotel,2017,March,1,0.36
44782,City Hotel,2015,October,1,0.83
67788,City Hotel,2017,May,1,0.9
32545,Resort Hotel,2017,January,0,0.13
63159,City Hotel,2017,February,1,1.0
58171,City Hotel,2016,October,1,1.0
3685,Resort Hotel,2015,December,1,0.72
95074,City Hotel,2016,August,0,0.06
97755,City Hotel,2016,September,0,0.33
66914,City Hotel,2017,April,1,1.0
96514,City Hotel,2016,September,0,0.45
68429,City Hotel,2017,May,1,0.85
62212,City Hotel,2017,January,1,1.0
100957,City Hotel,2016,November,0,0.15
48530,City Hotel,2016,March,1,1.0
70598,City Hotel,2017,June,1,0.39
42208,City Hotel,2015,September,0,0.0
66724,City Hotel,2017,April,1,0.32
78351,City Hotel,2015,October,0,0.01
92732,City Hotel,2016,July,0,0.0
14121,Resort Hotel,2017,February,0,0.22
89399,City Hotel,2016,May,0,0.3326722687111127
115257,City Hotel,2017,July,0,0.2575
47031,City Hotel,2016,February,0,0.0
84149,City Hotel,2016,February,0,0.0
109301,City Hotel,2017,April,0,0.36
6995,Resort Hotel,2016,July,1,0.75
66717,City Hotel,2017,April,1,0.7566666666666667
102055,City Hotel,2016,November,0,0.01
114764,City Hotel,2017,June,0,0.0
31306,Resort Hotel,2017,June,0,0.01
17364,Resort Hotel,2015,September,0,0.01
80396,City Hotel,2015,December,1,1.0
53999,City Hotel,2016,July,1,0.89
61564,City Hotel,2016,December,1,0.92
83445,City Hotel,2016,February,0,0.07
2031,Resort Hotel,2015,September,1,0.75
20415,Resort Hotel,2016,January,0,0.01
66856,City Hotel,2017,April,1,0.03
100053,City Hotel,2016,October,0,0.68
43440,City Hotel,2015,September,1,1.0
95995,City Hotel,2016,August,0,0.26
49337,City Hotel,2016,April,0,0.2675
87788,City Hotel,2016,April,0,0.11
97564,City Hotel,2016,September,0,0.01
25667,Resort Hotel,2016,July,0,0.24
68921,City Hotel,2017,May,1,1.0
90923,City Hotel,2016,June,0,0.33
43331,City Hotel,2015,September,0,0.3016133755305581
24767,Resort Hotel,2016,June,0,0.06
64415,City Hotel,2017,March,1,1.0
104717,City Hotel,2017,January,0,0.07
68415,City Hotel,2017,May,1,0.74
75623,City Hotel,2015,July,1,1.0
8208,Resort Hotel,2016,September,1,0.65
110092,City Hotel,2017,April,0,0.38
49366,City Hotel,2016,April,1,0.65
32726,Resort Hotel,2017,January,0,0.26
70791,City Hotel,2017,June,1,1.0
70071,City Hotel,2017,June,1,0.07
95257,City Hotel,2016,August,0,0.21
98983,City Hotel,2016,October,0,0.08
57516,City Hotel,2016,September,1,1.0
47985,City Hotel,2016,March,1,0.3
33234,Resort Hotel,2017,January,0,0.28
63027,City Hotel,2017,January,1,0.35
90895,City Hotel,2016,June,0,0.07413608540659881
40941,City Hotel,2015,August,0,0.0
82946,City Hotel,2016,January,0,0.5702380952380952
14318,Resort Hotel,2016,November,0,0.23
48020,City Hotel,2016,March,1,0.58
81879,City Hotel,2016,April,1,1.0
56208,City Hotel,2016,September,1,1.0
61622,City Hotel,2016,December,1,0.635
87718,City Hotel,2016,April,0,0.02
62598,City Hotel,2017,January,1,0.3906190476190476
102551,City Hotel,2016,November,0,0.07
108401,City Hotel,2017,March,0,0.18
12337,Resort Hotel,2017,June,1,0.4925
43186,City Hotel,2015,September,0,0.26
22304,Resort Hotel,2017,February,0,0.02
6344,Resort Hotel,2016,June,1,0.71
61228,City Hotel,2016,December,1,0.25
72831,City Hotel,2017,August,1,0.72
16929,Resort Hotel,2015,September,0,0.0925
105529,City Hotel,2017,February,0,0.54
98003,City Hotel,2016,September,0,0.1
83610,City Hotel,2016,February,0,0.0
